File_name,SASC_Sample_number,Site_name,Sample_ID,lat,lon,FOV,Common_name,Species,ToFS_clip,ToFS_totalvideo,Time_MaxN_minutes,MaxN,Depth_m,Habitat,Date,Year,Sampling_period
BRUVA18_29JUL2016_ClaireSaleh,39,A18,39_A18_Winter_2016,-34.4324,19.1275,100,Southern Mullet,Liza richardsonii,0:12:25,,0:19:34,10,26,Reef,29-Jul-16,2016,Winter_2016
BRUVA18_29JUL2016_ClaireSaleh,39,A18,39_A18_Winter_2016,-34.4324,19.1275,100,Cape rock lobster,Jasus lalandii,0:06:30,,0:13:15,14,26,Reef,29-Jul-16,2016,Winter_2016
BRUVA18_29JUL2016_ClaireSaleh,39,A18,39_A18_Winter_2016,-34.4324,19.1275,100,Strepie,Sarpa salpa,0:06:30,,0:08:30,15,26,Reef,29-Jul-16,2016,Winter_2016
BRUVA18_29JUL2016_ClaireSaleh,39,A18,39_A18_Winter_2016,-34.4324,19.1275,100,Redfingers,Cheilodactylus fasciatus,0:18:21,,,1,26,Reef,29-Jul-16,2016,Winter_2016
BRUVA18_29JUL2016_ClaireSaleh,39,A18,39_A18_Winter_2016,-34.4324,19.1275,100,Cape gurnard,Chelidonichthys capensis,0:16:51,,,1,26,Reef,29-Jul-16,2016,Winter_2016
BRUVA18_29JUL2016_ClaireSaleh,39,A18,39_A18_Winter_2016,-34.4324,19.1275,100,Sea barble,Galeichthys feliceps,0:19:10,,,1,26,Reef,29-Jul-16,2016,Winter_2016
BRUVA18_29JUL2016_ClaireSaleh,39,A18,39_A18_Winter_2016,-34.4324,19.1275,100,puffader shyshark,Haploblepharus edwardsii,0:09:12,,,1,26,Reef,29-Jul-16,2016,Winter_2016
BRUVA18_29JUL2016_ClaireSaleh,39,A18,39_A18_Winter_2016,-34.4324,19.1275,100,Cow shark,Notorynchus cepedinus,0:24:58,,,1,26,Reef,29-Jul-16,2016,Winter_2016
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,0:00,,0.5,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,31:12:00,,7.48,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,9:36,,15.34,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,0:00,,18,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,0:00,,19.4,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,12:00,,22.3,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,45:36:00,,27.24,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,28:48:00,,28.03,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,0:00,,29,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,9:36,8:09:36,2.34,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,57:36:00,12:57:36,13.54,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,14:24,0:14:24,14.1,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,43:12:00,0:43:12,15.03,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,28:48:00,0:28:48,17.02,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,43:12:00,0:43:12,19.05,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,0:00,0:00:00,21,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,0:00,0:00:00,22,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,4:48,10:04:48,29.42,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,0:00,0:00:00,31,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,12:00,1:12:00,34.05,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Bluntnose Klipfish,Cinus cottoides,52:48:00,2:52:48,33.12,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,24:00:00,,16.59,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,48:00:00,,19.48,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,16:48,,27.22,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,7:12,,28.13,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,9:36,,29.09,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,19:12,,30.18,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,52:48:00,,31.37,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,24:00:00,,33.35,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,19:12,,34.18,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,48:00:00,4:48:00,4.2,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,12:00,13:12:00,5.55,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Puffadder Shyshark,Haplobepharus ewardsii,28:48:00,6:28:48,33.27,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Puffadder Shyshark,Haplobepharus ewardsii,0:00,6:00:00,34.25,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Dark shyshark,Haploblepharus pictus,0:00,,16,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Dark shyshark,Haploblepharus pictus,0:00,,17.02,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Dark shyshark,Haploblepharus pictus,0:00,,18.03,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Dark shyshark,Haploblepharus pictus,14:24,,26.26,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Dark shyshark,Haploblepharus pictus,0:00,,27,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Dark shyshark,Haploblepharus pictus,12:00,,30.3,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Dark shyshark,Haploblepharus pictus,16:48,11:16:48,7.47,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Dark shyshark,Haploblepharus pictus,0:00,0:00:00,8,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Dark shyshark,Haploblepharus pictus,0:00,0:00:00,9,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Dark shyshark,Haploblepharus pictus,0:00,6:00:00,11.25,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Dark shyshark,Haploblepharus pictus,14:24,0:14:24,12.09,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Dark shyshark,Haploblepharus pictus,14:24,6:14:24,18.26,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Dark shyshark,Haploblepharus pictus,0:00,0:00:00,19,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Dark shyshark,Haploblepharus pictus,4:48,10:04:48,22.42,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Dark shyshark,Haploblepharus pictus,0:00,0:00:00,23.06,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Dark shyshark,Haploblepharus pictus,0:00,0:00:00,24,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Dark shyshark,Haploblepharus pictus,0:00,0:00:00,25,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Dark shyshark,Haploblepharus pictus,43:12:00,0:43:12,26.03,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Dark shyshark,Haploblepharus pictus,31:12:00,11:31:12,28.48,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Dark shyshark,Haploblepharus pictus,0:00,0:00:00,29,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Grass_ Klipfish,Pavoclinus graminis,0:00,,21.12,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Grass_ Klipfish,Pavoclinus graminis,0:00,,23.1,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Grass_ Klipfish,Pavoclinus graminis,0:00,,24.1,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Grass_ Klipfish,Pavoclinus graminis,0:00,,25.1,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Grass_ Klipfish,Pavoclinus graminis,0:00,,27,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Grass_ Klipfish,Pavoclinus graminis,0:00,,28,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Grass_ Klipfish,Pavoclinus graminis,0:00,,29,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Grass_ Klipfish,Pavoclinus graminis,0:00,,30,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Grass_ Klipfish,Pavoclinus graminis,0:00,,31,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Grass_ Klipfish,Pavoclinus graminis,0:00,,32,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Grass_ Klipfish,Pavoclinus graminis,24:00:00,,33.35,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Grass_ Klipfish,Pavoclinus graminis,0:00,,34,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Grass_ Klipfish,Pavoclinus graminis,7:12,3:07:12,13.13,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Grass_ Klipfish,Pavoclinus graminis,0:00,0:00:00,14.09,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Grass_ Klipfish,Pavoclinus graminis,0:00,0:00:00,31,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Grass_ Klipfish,Pavoclinus graminis,0:00,0:00:00,32,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Pilchard,Sardinops sagax,9:36,2:09:36,11.13,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Pilchard,Sardinops sagax,7:12,3:07:12,13.13,1,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,0:00,,16.45,2,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,0:00,,20.03,2,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,28:48:00,0:28:48,16.04,2,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,31:12:00,5:31:12,18.26,2,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,0:00,0:00:00,20.1,2,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,0:00,0:00:00,23.05,2,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,0:00,0:00:00,25.08,2,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,0:00,0:00:00,26.03,2,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,40:48:00,13:40:48,27.57,2,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,0:00,0:00:00,30.45,2,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,0:00,0:00:00,33,2,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,0:00,,15.4,2,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,0:00,0:00:00,42,2,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,19:12,4:19:12,2.18,2,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,36:00:00,9:36:00,7.4,2,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,0:00,6:00:00,8.25,2,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,7:12,3:07:12,9.13,2,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,9:36,2:09:36,12.35,2,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,31:12:00,5:31:12,13.23,2,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,0:00,0:00:00,14.09,2,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,24:00:00,2:24:00,18.19,2,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,0:00,0:00:00,24.13,2,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,57:36:00,12:57:36,28.54,2,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Dark shyshark,Haploblepharus pictus,38:24:00,,15.54,2,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,4:48,,17.18,3,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,43:12:00,0:43:12,11.09,3,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,0:00,0:00:00,20.43,3,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,0:00,0:00:00,25.06,3,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,0:00,0:00:00,26.06,3,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,0:00,0:00:00,29.32,3,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,48:00:00,4:48:00,31.2,3,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,24:00:00,8:24:00,32.35,3,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,24:00:00,2:24:00,10.12,4,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,55:12:00,1:55:12,15.58,4,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,12:00,1:12:00,17.38,4,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,0:00,0:00:00,21.4,4,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,0:00,0:00:00,22.1,4,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,0:00,0:00:00,23.23,4,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,0:00,0:00:00,30.08,4,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,0:00,0:00:00,19.06,5,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,0:00,0:00:00,33,5,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,12:00,1:12:00,34.05,5,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Blacktail,Diplodus capensis,14:24,0:14:24,16.36,6,2,Kelp,9-Oct-13,2013,Spring_2013
9-Oct-13,4,Old Harbour outside wall,4_Old Harbour outside wall_Spring_2013,-34.435592,19.226495,100,Redfingers,Cheilodactylus fasciatus,0:00,0:00:00,,1,2,Kelp,9-Oct-13,2013,Spring_2013
